ACCE_ABSORB_COST	Pret Absorbtie: %d
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Când ataci existã ºansa de %d%% ca toþi monºtrii care stau în jurul tãu sã te atace (Mantia Curajului)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Daunele primite sunt reduse cu %d%% dacã ai 90%% PV	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Când urci pe un mount, daunele sunt crescute cu +%d%% pentru 10 secunde	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	Când ataci de pe un mount, existã o ºansã de %d%% sã trânteºti adversarul timp de 20 de secunde	SA
TOOLTIP_MOV_SPEED	Viteza de miºcare %d%%	SA
TOOLTIP_NECK	Colier
TOOLTIP_NEED_ALL_SP	PM necesare: Max.
TOOLTIP_NEED_GSP	Spirit Dragon necesar: %d
TOOLTIP_NEED_HP	PV necesare: %d
TOOLTIP_NEED_HP_PER_SEC	PV/Sec.: %d
TOOLTIP_NEED_SKILL_POINT	Puncte de calificare necesare:
TOOLTIP_NEED_SP	PM necesare: %d
TOOLTIP_NEED_SP_PER_SEC	SP/Sec.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Nivelul urmãtor: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Nivelul urmãtor: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% ºansã de a bloca un atac	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Paguba medie %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% daune de atac împotriva ºefilor	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Rezistenþa medie la pagubã %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	-%d%% daune de atac de la ºefi	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	Ai ºansa de %d%% de a te evita moartea ºi de a reface 30%% din PV-ul tãu maxim	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Peste %d membri ai grupei
TOOLTIP_PARTY_INFO_GRADE_UP2	Categoria de atac +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Nivel de apãrare +%d	
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	PV/PM ale tuturor membrilor grupei reînnoite odatã în 60 de minute.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	PV/PM ale tuturor membrilor grupei reînnoite odatã în 30 de minute.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Trebuie sã aºtepþi 3 minute dupã moartea membrului grupei.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Poþi striga încoace oricând membri ai grupei de pe acelaºi server.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Categoria de atac +(Membri grupei/2) %d atacatorii pot fi alesi.
TOOLTIP_PARTY_INFO_SET_TANKER	Nivelul de apãrare +(Numãr Membri Grupã) luptãtorii cu sabia 1 pot fi aleºi.	
TOOLTIP_PARTY_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Atac/apãrare îmbunãtãþit]
TOOLTIP_PARTY_TITLE_HEAL	[Reface]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Mai mult de %d membri ai grupei oferã %d%% EXP-bonus.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus-EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Strigã încoace]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Stabileºte atacatorul]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Stabileºte luptãtor cu sabia]
TOOLTIP_PASSIVE_JOB_DECK	Bonus Relicvã	SNA
TOOLTIP_PEPSI_EVENT	5% bonus de EXP ºi 5% ºansã mãritã de colectare obiecte.	SNA
TOOLTIP_PICK_EXP	Puncte: %d / %d
TOOLTIP_PICK_LEVEL	Nivel: %d
TOOLTIP_PICK_UPGRADE1	Dã-o tãietorului de lemne
TOOLTIP_PICK_UPGRADE2	pentru a realiza din ea
TOOLTIP_PICK_UPGRADE3	Târnãcop
TOOLTIP_POTION_CURE	Anuleazã efectele negative.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_OF_ELEMENTAL	Licoare Apãrare Elemente +5% atac magic/fizic | +10% rezistenþã elemente	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Viteza de atac +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	ATK BONUS MONSTRU: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ATK: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATK: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	DEF: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	REZISTENÞÃ DAUNE: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	PV +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	PV +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Viteza de miºcare +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	REZISTENÞÃ ÎNTUNERIC: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	REZISTENÞÃ PÃMÂNT: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	REZISTENÞÃ GHEAÞÃ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	REZISTENÞÃ MAGIE: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	SP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	SP +%d
TOOLTIP_POTION_PLUS_STR_POINT	STR: +%d
TOOLTIP_POTION_SEC	Sec.
TOOLTIP_POTION_TIME	Durata:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Imun împotriva Blestem Elemente	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Intrã la Turneul PvP
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	EXP Turneu PvP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Trebuie sã fi atins nivelul 21
TOOLTIP_REQUIREMENT_41_LEVEL	Trebuie sã fi atins nivelul 41
TOOLTIP_REQUIREMENT_LEVEL	Trebuie sã fi atins nivelul %d
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s nivelul %d necesar
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d necesar
TOOLTIP_RESIST_BOW	Apãrare Sãgeatã %d%%	SA
TOOLTIP_RESIST_DARK	Rezistenta la intunecare +%d%%	SA
TOOLTIP_RESIST_EARTH	Rezistenta pamant +%d%%	SA
TOOLTIP_RESIST_ELEC	Rezistenþa la fulger %d%%	SA
TOOLTIP_RESIST_FIRE	Rezistenþa la foc %d%%	SA
TOOLTIP_RESIST_ICE	Rezistenta gheata +%d%%	SA
TOOLTIP_RESIST_MAGIC	Rezistenþa la magie %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Penetrare magica de %d%%	SA
TOOLTIP_RESIST_PER_DARK	Rezistenþã la Întuneric (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_EARTH	Rezistenþã la Pãmânt (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_ELEC	Rezistenþã la Fulger (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_FIRE	Rezistenþã la Foc (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_HUMAN	Rezistenþã la Semi-Oameni (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_ICE	Rezistenþã la Gheaþã (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_MAGIC	Rezistenþã la Magie (+%d%% din valoarea totalã)	SA
TOOLTIP_RESIST_PER_WIND	Rezistenþã la Vânt (+%d%% din valoarea totalã)	SA
TOOLTIP_REST_USABLE_COUNT	Rãmas: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Bonus Lider: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_SEALED	Personalizat
TOOLTIP_SEASON_PVE_BUFF	Creºte dauna PvE cu 80% pentru 10 min.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Cresc punctele de rang cu 20% timp de 10 minute.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	al 2lea bonus +%d%%	SA
TOOLTIP_SELLPRICE	Preþ: %s
TOOLTIP_SET_ITEM	Set Bonus	SNA
TOOLTIP_SET_ITEM_1	 Sfânt
TOOLTIP_SET_ITEM_2	 Glorios
TOOLTIP_SET_ITEM_3	 Cavaler
TOOLTIP_SET_ITEM_4	 Roial
TOOLTIP_SET_ITEM_5	 Maiest
TOOLTIP_SHAMAN	ªaman
TOOLTIP_SHIELD	Scut
TOOLTIP_SHOES	Papuci
TOOLTIP_SKILL	Abilitate	SNA
TOOLTIP_SKILLBOOK_NAME	Cartea Abilitãþii
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Valoarea atacului: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Valoarea atacului:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Viteza de atac: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Apãrare:
TOOLTIP_SKILL_AFFECT_DODGE	Valoarea atacului inamic: -
TOOLTIP_SKILL_AFFECT_HEAL	Reînnoieºte PV:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Viteza de miºcare: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	ªansa de a evita un atac corporal:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Rezistenþã la pagubã corporalã:
TOOLTIP_SKILL_COOL_TIME	Re-încãrcare: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Daune Ambuscadã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Daune Talisman Zburãtor +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Paguba Abilitãþii %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% daune de abilitate împotriva ºefilor	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Daune Chemarea Fulgerului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Daune Gheara Fulgerului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Daune Pumnal Rulant +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Daune Sfâºie +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Daune Atacul Sabiei +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Atacul Spiritului (W) +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Daune Sãgeatã Otrãvitã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Daune Sãritura Lupului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Daune Atac Fulger +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Daune Zdrobire +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Daune Sãgeatã de Foc +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Daune Lovitura Focului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Daune Ploaie de Sãgeþi +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Daune Sferã Întunecatã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Daune Loviturã Întunecatã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Daune Aruncarea Fulgerului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Daune Risipirea Magiei +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Daune Rãgetul Dragonului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Daune Vârtejul Sabiei+ %d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Daune Ghearã de Lup +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Daune Suflul Lupului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Daune Incizie Triplã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Daune Nor Otrãvitor +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Daune Lovitura Degetului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Daune Izbiturã +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Daune Foc Repetat +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Daune Aruncarea Dragonului +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Daune Vârtejul Dragonului +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Rezistenþã la Paguba Abilitãþii %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	-%d%% daune de abilitate de la ºefi	SA
TOOLTIP_SKILL_DURATION	Durata: %d sec.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Duratã Camuflaj +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Duratã Aura Sabiei +%dsec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Duratã Mers de Fulg +%dsec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Duratã Sufletul Lupului Roºu +%dsec.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Cartea Uitãrii
TOOLTIP_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_SKILL_LEVEL_MASTER	Nivel actual: %d (Maestru)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Nivel actual: %d (Max. %d)
TOOLTIP_SKILL_NEXT_LEVEL	Urmãtorul nivel: %d
TOOLTIP_SOCKET_EMPTY	Gol
TOOLTIP_SOCKET_REFINABLE_ITEM	[Obiect cu suport]
TOOLTIP_SP_REGEN	Regenerare PM +%d%%	SA
TOOLTIP_STR	Putere +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	Ajutor voinþã Sung Ma	SNA
TOOLTIP_SUNGMA_HP	%d Voinþã Sung Ma (VIT)	SA
TOOLTIP_SUNGMA_IMMUNE	%d Voinþã Sung Ma (INT)	SA
TOOLTIP_SUNGMA_MOVE	%d Voinþã Sung Ma (RES)	SA
TOOLTIP_SUNGMA_PER_HP	%d%% Voinþã Sung Ma (VIT)	SA
TOOLTIP_SUNGMA_PER_IMMUNE	%d%% Voinþã Sung Ma (INT)	SA
TOOLTIP_SUNGMA_PER_MOVE	%d%% Voinþã Sung Ma (RES)	SA
TOOLTIP_SUNGMA_PER_STR	%d%% Voinþã Sung Ma (STR)	SA
TOOLTIP_SUNGMA_STR	%d Voinþã Sung Ma (STR)	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	al 3lea bonus +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Timp de incarcare %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	Timp de incarcare %d%%	SA
TOOLTIP_UNIQUE	Unic
TOOLTIP_UNSEAL_LEFT_TIME	Personalizat inca: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absoarbe %d%% PV cu Ambuscadã	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Calmare Talismanul Zburãtor: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Calmare Talismanul Zburãtor: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Absorbe pânã la %d%% PV cu Chemarea Fulgerului	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Absoarbe %d%% PV cu Gheara Fulgerului	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	%d%% ºansã de ameþealã cu Pumnal Rulant	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Creºte ºansa la atacuri critice pentru %d sec. cu Sfâºie	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Absoarbe %d%% PV cu Sfâºie	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Creºte viteza farmecului pentru %d sec. cu Sufletul Lupului Indigo	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Creºte viteza de miºcare pentru %d sec. cu Sufletul Lupului Indigo	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Creºte viteza farmecului pentru %d sec. cu Corp Rezistent	SA
TOOLTIP_USE_SKILL_COOLTIME_DECREASE_ALL	Are o ºansã de %d%% sã reseteze calmarea abilitãþilor	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Calmare Atacul Sabiei: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Calmare Atacul Sabiei: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Ajutorul Dragonului	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	%d%% ºansã de ameþealã cu Atacul Spiritului (W)	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Sãgeatã Otrãvitã	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Puterea Vieþii	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	%d%% ºansã aruncare în spate cu Sãritura Lupului	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	%d%% ºansã de ameþealã cu Sãritura Lupului	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Calmare Atac Fulger: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Calmare Atac Fulger: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Bonus de apãrare pentru %d sec. cu Lamã Fermecatã	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	%d%% ºansã aruncare în spate cu Zdrobire	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Bonus de apãrare pentru %d sec. cu Binecuvântare	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	%d%% ºansã aruncare în spate cu Lovitura Focului	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Bonus de apãrare pentru %d sec. cu Sufletul Lupului Roºu	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Leac	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Bonus de apãrare pentru %d sec. cu Atac Forþat	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	%d%% ºansã aruncare în spate cu Ploaie de Sãgeþi	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Calmare Ploaie de Sageti: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Calmare Ploaie de Sageti: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	%d%% ºansã de ameþealã cu Sferã Întunecatã	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Creºte viteza farmecului pentru %d sec. cu Protecþie Întunecatã	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Calmare Loviturã Întunecatã: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Calmare Loviturã Întunecatã: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Spiritul Flãcãrii	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Sfera Sabiei	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Calmare Aruncarea Fulgerului: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Calmare Aruncarea Fulgerului: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	%d%% ºansã de ameþealã cu Risipirea Magiei	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Absoarbe %d%% PV cu Rãgetul Dragonului	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Absoarbe %d%% PV cu Vârtejul Sabiei	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Calmare Ghearã de Lup: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Calmare Ghearã de Lup: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Absoarbe %d%% PM cu Ghearã de Lup	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Calmare Suflul Lupului: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Calmare Suflul Lupului: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Calmare Incizie Triplã: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Calmare Incizie Triplã: -%d sec. cu 20%% ºansã	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	%d%% ºansã de ameþealã cu Incizie Triplã	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Nor Otrãvitor	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	%d%% ºansã aruncare în spate cu Otravã Subtilã	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	%d%% ºansã aruncare în spate cu Lovitura Degetului	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Bonus de atac pentru %d sec. cu Fricã	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	Absoarbe %d%% PV cu Atacul Spiritului (S)	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	Absoarbe %d%% PV cu Foc Repetat	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	Absoarbe %d%% PV cu Aruncarea Dragonului	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Calmare Vârtejul Dragonului: -%d sec. cu 10%% ºansã	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Calmare Vârtejul Dragonului: -%d sec. cu 20%% ºansã	SA
TOOLTIP_WARRIOR	Rãzboinic
TOOLTIP_WEAPON	Armã
TOOLTIP_WOLFMAN	Lycan
TOOLTIP_WRISTLET	Brãþarã
UI_ACCEPT	Acceptã
UI_BOLD_FONT	Tahoma:12b
UI_CANCEL	Întrerupere
UI_CLOSE	Închide
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Refuzã
UI_ITEM	Obiect
UI_LEFT_TIME	Timp rãmas: %d sec.
UI_NEXT	Continuã
UI_NEXTPAGE	Urmatorul
UI_NOCONTENTS	Niciun conþinut
UI_NONAME	Niciun nume
UI_OK	OK
UI_POS_UNKNOWN	Localitate necunoscutã
UI_PREVPAGE	inapoi
UI_UNKNOWN	Necunoscut
UNLIMIT_ENTER_CZ_QUESTION	Vei intra în Templul Zodiac pentru %d min. Doreºti sã faci asta?
UPDATE_TIME	Datã
UPLOAD_MARK_CHECK_NEED_RECONNECT	Upload-ul trebuie pornit încã odatã
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Upload-ul terbuie pornit încã odatã
USE_ITEM_BUTTON_01	Anuleazã
USE_ITEM_BUTTON_02	Intrã
USE_ITEM_FAILURE_PRIVATE_SHOP	Nu poþi folosi obiectul dacã ai deschis un magazin.
USE_ITEM_POPUP_01	Bãtãlia celor Cinci Altare s-a terminat. \n Urmãtoarea bãtãlie:
USE_ITEM_QUESTION_01	Doreºti sã te alãturi în Bãtãlia celor Cinci Altare?
USE_ITEM_QUESTION_02	Doreºti sã te întorci în locaþia în care ai murit?\nTe costã %s Yang.
USE_ITEM_QUESTION_03	Vei fi teleportat la o locaþie aleatorie. Doreºti sã intri?
USE_ITEM_QUESTION_04	De îndatã ce te alãturi în Bãtãlia celor Cinci Altare, toate ajutoarele tale vor fi dezactivate.\nVei fi teleportat într-o locaþie aleatorie.\nDoreºti sã intri?
USE_ITEM_QUESTION_05	De îndatã ce te alãturi în Bãtãlia celor Cinci Altare, toate ajutoarele tale vor fi dezactivate.\nVrei sã te întorci în locaþia în care ai murit?\nCost: %s Yang
USE_SKILL_ERROR_UNKNOWN	Greºealã de abilitate necunoscutã: %s
WORLD_BOSS_STATE_BOSS_KILLED	Dispãrut
WORLD_BOSS_STATE_BOSS_SPAWNED	Apãrut
WORLD_BOSS_STATE_BREAK_TIME	Calmare
WORLD_BOSS_STATE_WAIT_FOR_SPAWN	Nu a apãrut încã
WORLD_BOSS_TIER_1_SYMBOL	I
WORLD_BOSS_TIER_2_SYMBOL	II
WORLD_BOSS_TIER_3_SYMBOL	III
WORLD_BOSS_TIER_4_SYMBOL	IV
